Order_ID,Date,Item_Name,Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg
9241,2025-04-30,Glass Table,Furniture,16.1,4.0,91,55,4,10,False,Road,2404,Mushroom Pkg (Mycelium),8.44,19.352
9242,2025-07-04,Perfume Bottle,Beauty,0.3,0.05,10,5,5,9,True,Air,915,Mushroom Pkg (Mycelium),1.92,0.686
9243,2025-01-27,Perfume Bottle,Beauty,0.39,0.04,10,5,4,10,True,Road,183,Mushroom Pkg (Mycelium),2.16,0.036
9244,2025-06-02,Smartphone,Electronics,0.31,0.0,14,6,0,8,True,Road,65,Mushroom Pkg (Mycelium),1.72,0.01
9245,2025-03-16,Winter Jacket,Clothing,1.93,3.74,48,39,10,2,True,Road,485,Kraft Paper Mailer,1.9,0.907
9246,2025-11-26,Laptop,Electronics,1.86,0.25,31,20,2,8,True,Air,2351,Mushroom Pkg (Mycelium),2.34,10.932
9247,2025-08-08,Laptop,Electronics,2.41,0.1,27,19,1,8,True,Air,2612,Mushroom Pkg (Mycelium),2.56,15.737
9248,2025-08-24,Perfume Bottle,Beauty,0.29,0.04,9,4,5,9,True,Air,1781,Mushroom Pkg (Mycelium),1.92,1.291
9249,2025-04-25,Laptop,Electronics,2.43,0.25,31,20,2,9,True,Air,2363,Mushroom Pkg (Mycelium),2.77,14.355
9250,2025-04-07,Office Chair,Furniture,11.86,36.48,65,61,46,4,False,Road,1046,Wood Crate,15.39,19.079
9251,2025-11-12,Sneakers,Clothing,0.9,1.36,27,21,12,4,False,Air,2869,Kraft Paper Mailer,1.34,9.755
9252,2025-09-27,Shampoo,Beauty,0.89,0.2,18,7,8,4,True,Air,1847,PLA Bioplastic,1.16,4.11
9253,2025-04-06,Laptop,Electronics,1.91,0.24,32,19,2,8,True,Air,1277,Mushroom Pkg (Mycelium),2.36,6.098
9254,2025-10-04,Winter Jacket,Clothing,1.4,3.3,47,39,9,2,True,Air,1196,Cornstarch Foam,1.72,9.867
9255,2025-08-19,Perfume Bottle,Beauty,0.43,0.04,10,4,5,8,True,Air,2963,Mushroom Pkg (Mycelium),1.77,3.185
9256,2025-06-26,Sneakers,Clothing,0.99,1.48,32,21,11,3,False,Air,1477,Kraft Paper Mailer,1.19,5.465
9257,2025-04-04,Perfume Bottle,Beauty,0.47,0.04,10,5,4,9,True,Road,222,Mushroom Pkg (Mycelium),1.99,0.052
9258,2025-09-07,Laptop,Electronics,1.89,0.24,29,21,2,9,True,Air,1666,Mushroom Pkg (Mycelium),2.56,7.872
9259,2025-08-23,Laptop,Electronics,1.97,0.1,27,18,1,9,True,Air,1630,Mushroom Pkg (Mycelium),2.59,8.028
9260,2025-05-28,Glass Table,Furniture,19.13,4.58,106,54,4,10,False,Road,791,Mushroom Pkg (Mycelium),9.65,7.566
9261,2025-11-13,Sofa (Sectional),Furniture,74.37,279.39,193,94,77,8,False,Road,280,Wood Crate,113.36,39.115
9262,2025-10-12,55-Inch TV,Electronics,21.6,6.14,120,64,4,10,True,Road,1744,Mushroom Pkg (Mycelium),10.64,18.835
9263,2025-10-01,Laptop,Electronics,2.41,0.26,31,21,2,8,True,Road,130,Mushroom Pkg (Mycelium),2.56,0.157
9264,2025-07-05,T-Shirt,Clothing,0.23,0.2,25,20,2,1,False,Road,444,Kraft Paper Mailer,0.29,0.051
9265,2025-10-30,Laptop,Electronics,1.6,0.25,30,21,2,7,True,Air,2068,Honeycomb Paper,2.04,8.272
9266,2025-08-16,Winter Jacket,Clothing,1.01,3.4,51,37,9,4,True,Air,2188,Kraft Paper Mailer,2.16,18.598
9267,2025-07-31,Perfume Bottle,Beauty,0.45,0.03,10,4,4,8,True,Air,2253,Mushroom Pkg (Mycelium),1.78,2.535
9268,2025-05-12,Winter Jacket,Clothing,1.48,3.46,48,40,9,3,True,Air,1877,Kraft Paper Mailer,1.98,16.236
9269,2025-11-08,Sofa (Sectional),Furniture,69.14,286.96,194,86,86,5,False,Road,2991,Wood Crate,115.78,429.149
9270,2025-03-11,Winter Jacket,Clothing,1.76,4.03,53,38,10,4,True,Air,2653,Kraft Paper Mailer,2.41,26.729
9271,2025-05-03,Ceramic Vase,Home Decor,2.7,1.44,15,15,32,10,False,Air,1035,Mushroom Pkg (Mycelium),3.08,6.986
9272,2025-10-19,55-Inch TV,Electronics,21.13,8.38,131,64,5,9,True,Road,2858,Mushroom Pkg (Mycelium),10.25,30.195
9273,2025-05-21,Laptop,Electronics,1.88,0.24,29,21,2,9,True,Air,1783,Mushroom Pkg (Mycelium),2.55,8.38
9274,2025-09-22,Winter Jacket,Clothing,1.14,3.46,52,37,9,3,True,Air,2292,Kraft Paper Mailer,1.98,19.826
9275,2025-09-08,Laptop,Electronics,1.57,0.11,31,18,1,8,True,Air,1884,Mushroom Pkg (Mycelium),2.23,7.395
9276,2025-01-25,Laptop,Electronics,2.44,0.24,32,19,2,9,True,Air,1504,Mushroom Pkg (Mycelium),2.78,9.174
9277,2025-12-23,Shampoo,Beauty,0.54,0.24,19,8,8,4,True,Air,2760,PLA Bioplastic,1.02,3.726
9278,2025-02-04,T-Shirt,Clothing,0.3,0.08,22,19,1,1,False,Air,2317,Kraft Paper Mailer,0.32,1.738
9279,2025-02-28,T-Shirt,Clothing,0.27,0.09,23,20,1,2,False,Air,2968,Kraft Paper Mailer,0.51,2.003
9280,2025-06-26,55-Inch TV,Electronics,24.05,9.35,123,76,5,10,True,Road,2093,Mushroom Pkg (Mycelium),11.62,25.168
9281,2025-12-14,55-Inch TV,Electronics,16.38,7.56,108,70,5,10,True,Road,1887,Mushroom Pkg (Mycelium),8.55,15.455
9282,2025-07-01,Smart Watch,Electronics,0.16,0.0,4,4,0,4,True,Air,2850,Wood Crate,0.86,1.14
9283,2025-05-28,Office Chair,Furniture,10.11,32.66,54,63,48,4,False,Road,2401,Wood Crate,13.86,39.208
9284,2025-02-09,55-Inch TV,Electronics,18.76,5.8,115,63,4,10,True,Road,1651,Mushroom Pkg (Mycelium),9.5,15.486
9285,2025-03-22,Winter Jacket,Clothing,1.53,4.21,54,39,10,2,True,Road,566,Kraft Paper Mailer,2.08,1.191
9286,2025-02-27,Smart Watch,Electronics,0.19,0.0,5,5,0,6,True,Air,1799,Honeycomb Paper,1.28,0.855
9287,2025-03-16,Office Chair,Furniture,10.66,32.46,63,56,46,5,False,Road,963,Wood Crate,13.98,15.629
9288,2025-08-12,Sneakers,Clothing,1.07,1.41,31,19,12,4,False,Road,633,Kraft Paper Mailer,1.36,0.446
9289,2025-10-12,Sofa (Sectional),Furniture,60.89,345.61,214,95,85,6,False,Road,1215,Wood Crate,139.44,209.958
9290,2025-05-14,Sneakers,Clothing,1.2,1.23,31,18,11,5,False,Road,540,Kraft Paper Mailer,1.49,0.332
9291,2025-12-12,Winter Jacket,Clothing,1.59,3.3,47,39,9,2,True,Air,882,Kraft Paper Mailer,1.72,7.277
9292,2025-02-15,Laptop,Electronics,1.95,0.11,31,18,1,7,True,Road,528,Honeycomb Paper,2.18,0.515
9293,2025-08-14,Sneakers,Clothing,0.85,1.32,29,19,12,4,False,Road,352,Kraft Paper Mailer,1.33,0.232
9294,2025-04-09,55-Inch TV,Electronics,23.03,5.54,110,63,4,9,True,Road,505,Mushroom Pkg (Mycelium),11.01,5.815
9295,2025-12-20,T-Shirt,Clothing,0.19,0.21,27,19,2,1,False,Road,558,Kraft Paper Mailer,0.28,0.059
9296,2025-04-10,Smart Watch,Electronics,0.14,0.0,5,5,0,5,True,Air,2528,Honeycomb Paper,1.06,0.885
9297,2025-01-19,Sneakers,Clothing,0.9,1.51,30,21,12,4,False,Air,1226,Kraft Paper Mailer,1.4,4.628
9298,2025-07-15,Perfume Bottle,Beauty,0.32,0.05,10,5,5,8,True,Air,1973,Mushroom Pkg (Mycelium),1.73,1.578
9299,2025-08-23,Smartphone,Electronics,0.33,0.0,15,7,0,6,True,Road,794,Honeycomb Paper,1.33,0.131
9300,2025-10-12,Ceramic Vase,Home Decor,2.35,1.22,14,14,31,10,False,Air,2388,Mushroom Pkg (Mycelium),2.94,14.03
9301,2025-04-27,Smart Watch,Electronics,0.1,0.0,5,4,1,6,True,Air,2950,Cornstarch Foam,1.24,0.737
9302,2025-04-13,Perfume Bottle,Beauty,0.26,0.04,9,5,5,8,True,Air,2970,Mushroom Pkg (Mycelium),1.7,1.931
9303,2025-10-26,Perfume Bottle,Beauty,0.45,0.03,10,4,4,8,True,Road,382,Mushroom Pkg (Mycelium),1.78,0.086
9304,2025-11-13,Shampoo,Beauty,0.66,0.24,19,8,8,4,True,Road,379,PLA Bioplastic,1.06,0.125
9305,2025-05-01,T-Shirt,Clothing,0.17,0.1,24,21,1,2,False,Air,2407,Kraft Paper Mailer,0.47,1.023
9306,2025-03-24,Perfume Bottle,Beauty,0.29,0.04,9,4,5,9,True,Road,86,Mushroom Pkg (Mycelium),1.92,0.012
9307,2025-12-26,Smart Watch,Electronics,0.17,0.0,4,5,0,5,True,Road,374,Honeycomb Paper,1.07,0.032
9308,2025-09-07,Shampoo,Beauty,0.8,0.24,19,8,8,3,True,Road,777,PLA Bioplastic,0.92,0.311
9309,2025-11-10,Sofa (Sectional),Furniture,68.91,331.78,216,96,80,6,False,Road,2049,Wood Crate,133.91,339.909
9310,2025-06-04,Smart Watch,Electronics,0.14,0.01,5,5,1,5,True,Air,1720,Honeycomb Paper,1.06,0.602
9311,2025-06-08,T-Shirt,Clothing,0.21,0.17,22,19,2,2,False,Road,533,Kraft Paper Mailer,0.48,0.056
9312,2025-01-07,Smart Watch,Electronics,0.15,0.0,4,5,0,6,True,Air,1089,Honeycomb Paper,1.26,0.408
9313,2025-04-05,Ceramic Vase,Home Decor,2.81,1.02,13,14,28,10,False,Air,1730,Mushroom Pkg (Mycelium),3.12,12.153
9314,2025-01-20,Laptop,Electronics,2.0,0.13,30,21,1,8,True,Road,246,Mushroom Pkg (Mycelium),2.4,0.246
9315,2025-12-19,Glass Table,Furniture,16.98,4.98,102,61,4,9,False,Road,308,Mushroom Pkg (Mycelium),8.59,2.615
9316,2025-04-25,Smart Watch,Electronics,0.16,0.0,4,5,0,4,True,Air,2199,Corrugated Cardboard,0.86,0.88
9317,2025-11-02,Sneakers,Clothing,0.92,1.06,28,19,10,5,False,Air,2119,Kraft Paper Mailer,1.42,5.615
9318,2025-02-28,Sneakers,Clothing,0.92,1.54,32,20,12,3,False,Air,2086,Kraft Paper Mailer,1.22,8.031
9319,2025-07-31,Sneakers,Clothing,1.01,1.46,32,19,12,3,False,Air,1244,Recycled PET Box,1.18,4.541
9320,2025-07-04,Laptop,Electronics,2.16,0.12,32,18,1,8,True,Air,915,Mushroom Pkg (Mycelium),2.46,4.941
9321,2025-02-28,Perfume Bottle,Beauty,0.23,0.03,10,4,4,8,True,Air,2649,Mushroom Pkg (Mycelium),1.69,1.523
9322,2025-12-03,Laptop,Electronics,2.35,0.2,28,18,2,7,True,Road,635,Honeycomb Paper,2.34,0.746
9323,2025-10-22,Glass Table,Furniture,17.62,6.98,109,64,5,9,False,Road,1997,Mushroom Pkg (Mycelium),8.85,17.594
9324,2025-12-29,Winter Jacket,Clothing,1.68,4.12,49,42,10,3,True,Air,850,Kraft Paper Mailer,2.25,8.755
9325,2025-02-26,Smartphone,Electronics,0.37,0.02,16,7,1,9,True,Road,756,Mushroom Pkg (Mycelium),1.95,0.14
9326,2025-01-02,Shampoo,Beauty,0.58,0.21,21,7,7,3,True,Air,2147,PLA Bioplastic,0.83,3.113
9327,2025-12-03,Office Chair,Furniture,10.3,35.24,58,62,49,5,False,Road,1024,Wood Crate,15.1,18.043
9328,2025-11-06,55-Inch TV,Electronics,21.75,6.47,119,68,4,9,True,Road,172,Mushroom Pkg (Mycelium),10.5,1.871
9329,2025-08-28,Laptop,Electronics,1.82,0.13,32,20,1,8,True,Air,2494,Mushroom Pkg (Mycelium),2.33,11.348
9330,2025-10-30,Smartphone,Electronics,0.29,0.0,13,6,0,9,True,Air,1131,Mushroom Pkg (Mycelium),1.92,0.82
9331,2025-03-14,Laptop,Electronics,2.43,0.21,29,18,2,7,True,Air,1762,Honeycomb Paper,2.37,10.704
9332,2025-03-15,Ceramic Vase,Home Decor,2.12,1.35,15,15,30,10,False,Road,341,Mushroom Pkg (Mycelium),2.85,0.361
9333,2025-02-28,Winter Jacket,Clothing,1.26,3.59,46,39,10,2,True,Road,422,Kraft Paper Mailer,1.84,0.757
9334,2025-07-09,Office Chair,Furniture,11.76,37.94,60,62,51,6,False,Road,1201,Wood Crate,16.38,22.783
9335,2025-05-03,Smart Watch,Electronics,0.11,0.0,4,4,0,5,True,Air,926,Honeycomb Paper,1.04,0.255
9336,2025-12-13,T-Shirt,Clothing,0.17,0.2,25,20,2,1,False,Air,1364,Kraft Paper Mailer,0.28,0.682
9337,2025-05-23,Smartphone,Electronics,0.36,0.0,15,7,0,6,True,Air,1361,Honeycomb Paper,1.34,1.225
9338,2025-11-16,Smartphone,Electronics,0.33,0.02,14,6,1,6,True,Air,2663,Honeycomb Paper,1.33,2.197
9339,2025-03-23,T-Shirt,Clothing,0.15,0.09,23,20,1,2,False,Road,624,Kraft Paper Mailer,0.46,0.047
9340,2025-09-04,Sofa (Sectional),Furniture,75.75,274.03,217,82,77,6,False,Road,2853,Wood Crate,110.81,390.904
9341,2025-10-24,Smartphone,Electronics,0.33,0.02,15,7,1,7,True,Air,929,Honeycomb Paper,1.53,0.766
9342,2025-03-02,Laptop,Electronics,2.48,0.26,31,21,2,9,True,Air,1732,Mushroom Pkg (Mycelium),2.79,10.738
9343,2025-08-16,Glass Table,Furniture,14.77,6.21,97,64,5,10,False,Road,2628,Mushroom Pkg (Mycelium),7.91,19.408
9344,2025-10-07,Sneakers,Clothing,0.88,1.25,27,21,11,3,False,Air,1803,Kraft Paper Mailer,1.1,5.634
9345,2025-08-03,Laptop,Electronics,2.3,0.24,30,20,2,8,True,Air,1144,Mushroom Pkg (Mycelium),2.52,6.578
9346,2025-08-14,Shampoo,Beauty,0.65,0.27,21,8,8,4,True,Road,600,PLA Bioplastic,1.06,0.195
9347,2025-08-13,Sneakers,Clothing,1.03,1.38,32,18,12,3,False,Road,701,Kraft Paper Mailer,1.15,0.484
9348,2025-11-19,Laptop,Electronics,1.68,0.11,27,20,1,7,True,Air,1849,Honeycomb Paper,2.07,7.766
9349,2025-10-22,Glass Table,Furniture,14.37,4.95,90,55,5,10,False,Road,2666,Mushroom Pkg (Mycelium),7.75,19.155
9350,2025-09-18,Shampoo,Beauty,0.84,0.26,20,8,8,5,True,Air,1031,PLA Bioplastic,1.34,2.165
9351,2025-08-21,Laptop,Electronics,1.67,0.25,31,20,2,8,True,Road,544,Mushroom Pkg (Mycelium),2.27,0.454
9352,2025-03-17,Sneakers,Clothing,0.86,1.21,29,19,11,3,False,Air,2954,Kraft Paper Mailer,1.08,8.936
9353,2025-07-22,Smart Watch,Electronics,0.19,0.0,5,5,0,5,True,Air,919,Honeycomb Paper,1.08,0.437
9354,2025-02-01,Shampoo,Beauty,0.54,0.19,19,7,7,3,True,Air,2508,PLA Bioplastic,0.82,3.386
9355,2025-08-25,Smart Watch,Electronics,0.2,0.0,5,4,0,6,True,Road,167,Honeycomb Paper,1.28,0.017
9356,2025-09-12,Winter Jacket,Clothing,1.1,4.28,51,42,10,2,True,Road,297,Kraft Paper Mailer,2.11,0.636
9357,2025-08-17,Perfume Bottle,Beauty,0.25,0.04,10,5,4,8,True,Air,1002,Mushroom Pkg (Mycelium),1.7,0.626
9358,2025-12-05,Glass Table,Furniture,14.31,6.59,103,64,5,9,False,Road,2367,Mushroom Pkg (Mycelium),7.52,16.936
9359,2025-12-15,Perfume Bottle,Beauty,0.33,0.04,9,4,5,10,True,Air,1755,Mushroom Pkg (Mycelium),2.13,1.448
9360,2025-11-07,Laptop,Electronics,2.21,0.22,27,20,2,7,True,Air,1498,Honeycomb Paper,2.28,8.276
9361,2025-03-30,Laptop,Electronics,2.07,0.12,29,21,1,8,True,Road,636,Mushroom Pkg (Mycelium),2.43,0.658
9362,2025-12-10,Glass Table,Furniture,18.1,5.17,94,55,5,9,False,Road,214,Mushroom Pkg (Mycelium),9.04,1.937
9363,2025-09-24,Office Chair,Furniture,12.8,30.78,57,54,50,4,False,Road,1434,Wood Crate,13.11,22.069
9364,2025-01-28,Winter Jacket,Clothing,1.19,3.51,45,39,10,2,True,Road,725,Kraft Paper Mailer,1.8,1.272
9365,2025-09-02,Laptop,Electronics,2.35,0.12,31,19,1,8,True,Road,384,Mushroom Pkg (Mycelium),2.54,0.451
9366,2025-07-21,Winter Jacket,Clothing,1.21,3.53,49,36,10,4,True,Air,2415,Kraft Paper Mailer,2.21,21.312
9367,2025-04-09,Ceramic Vase,Home Decor,2.11,1.26,15,15,28,9,False,Air,2316,Mushroom Pkg (Mycelium),2.64,12.217
9368,2025-11-18,Smartphone,Electronics,0.25,0.0,15,7,0,8,True,Air,1177,Mushroom Pkg (Mycelium),1.7,0.736
9369,2025-12-30,Shampoo,Beauty,0.72,0.24,21,7,8,3,True,Air,1937,PLA Bioplastic,0.89,3.487
9370,2025-03-07,Sofa (Sectional),Furniture,48.72,242.28,187,82,79,8,False,Road,1235,Wood Crate,98.51,149.608
9371,2025-04-11,Ceramic Vase,Home Decor,1.75,1.3,14,15,31,9,False,Road,568,Bubble Wrap (LDPE),2.5,0.497
9372,2025-09-25,Winter Jacket,Clothing,1.16,3.89,54,40,9,3,True,Air,1970,Kraft Paper Mailer,2.16,19.158
9373,2025-12-30,55-Inch TV,Electronics,23.13,6.05,108,70,4,10,True,Road,2894,Mushroom Pkg (Mycelium),11.25,33.469
9374,2025-08-17,Winter Jacket,Clothing,1.18,3.79,54,39,9,4,True,Road,51,Kraft Paper Mailer,2.32,0.097
9375,2025-07-06,T-Shirt,Clothing,0.16,0.08,23,18,1,1,False,Road,143,Kraft Paper Mailer,0.26,0.011
9376,2025-10-27,Office Chair,Furniture,13.59,38.1,63,63,48,4,False,Road,2245,Wood Crate,16.04,42.767
9377,2025-04-21,Ceramic Vase,Home Decor,2.7,1.39,16,15,29,9,False,Air,2858,Mushroom Pkg (Mycelium),2.88,19.292
9378,2025-11-10,Shampoo,Beauty,0.73,0.24,21,8,7,5,True,Air,2813,PLA Bioplastic,1.29,5.134
9379,2025-07-27,T-Shirt,Clothing,0.22,0.18,24,19,2,2,False,Air,956,Kraft Paper Mailer,0.49,0.526
9380,2025-01-17,Winter Jacket,Clothing,1.36,4.18,51,41,10,3,True,Air,2778,Kraft Paper Mailer,2.27,29.03
9381,2025-04-03,Perfume Bottle,Beauty,0.3,0.04,10,5,4,10,True,Air,1562,Mushroom Pkg (Mycelium),2.12,1.171
9382,2025-02-20,Shampoo,Beauty,0.75,0.26,20,8,8,5,True,Air,1766,PLA Bioplastic,1.3,3.311
9383,2025-03-11,T-Shirt,Clothing,0.29,0.22,26,21,2,1,False,Air,1427,Kraft Paper Mailer,0.32,1.035
9384,2025-05-04,Smart Watch,Electronics,0.13,0.0,4,4,1,4,True,Road,663,Corrugated Cardboard,0.85,0.043
9385,2025-07-09,Smart Watch,Electronics,0.2,0.0,4,4,0,4,True,Air,962,Corrugated Cardboard,0.88,0.481
9386,2025-06-14,T-Shirt,Clothing,0.22,0.22,26,21,2,2,False,Road,771,Kraft Paper Mailer,0.49,0.085
9387,2025-03-29,Perfume Bottle,Beauty,0.43,0.04,10,4,5,8,True,Air,1025,Mushroom Pkg (Mycelium),1.77,1.102
9388,2025-10-26,T-Shirt,Clothing,0.16,0.17,22,19,2,1,False,Air,1764,Kraft Paper Mailer,0.27,0.75
9389,2025-12-06,Office Chair,Furniture,10.72,33.64,58,58,50,6,False,Road,1207,Wood Crate,14.66,20.302
9390,2025-06-26,Smart Watch,Electronics,0.2,0.0,5,5,0,5,True,Air,2280,Honeycomb Paper,1.08,1.14
9391,2025-02-15,T-Shirt,Clothing,0.26,0.19,25,19,2,2,False,Air,1050,Kraft Paper Mailer,0.5,0.683
9392,2025-12-04,Smart Watch,Electronics,0.12,0.0,4,4,1,5,True,Road,769,Honeycomb Paper,1.05,0.046
9393,2025-10-11,Winter Jacket,Clothing,1.39,3.69,45,41,10,2,True,Air,965,Kraft Paper Mailer,1.88,8.902
9394,2025-04-20,Office Chair,Furniture,10.17,35.05,55,59,54,5,False,Road,2895,Wood Crate,15.02,50.735
9395,2025-05-04,Smart Watch,Electronics,0.13,0.0,4,5,0,5,True,Road,301,Honeycomb Paper,1.05,0.02
9396,2025-06-10,Smartphone,Electronics,0.26,0.02,16,6,1,9,True,Air,2423,Mushroom Pkg (Mycelium),1.9,1.575
9397,2025-02-14,Perfume Bottle,Beauty,0.33,0.04,10,5,4,10,True,Air,2436,Mushroom Pkg (Mycelium),2.13,2.01
9398,2025-06-14,Smart Watch,Electronics,0.11,0.0,5,4,0,6,True,Air,1908,Honeycomb Paper,1.24,0.525
9399,2025-01-08,Glass Table,Furniture,18.01,5.43,97,56,5,10,False,Road,577,Mushroom Pkg (Mycelium),9.2,5.196
9400,2025-07-18,Laptop,Electronics,1.76,0.24,29,21,2,7,True,Air,1667,Honeycomb Paper,2.1,7.335
9401,2025-06-07,Office Chair,Furniture,11.78,30.18,56,55,49,4,False,Road,472,Wood Crate,12.87,7.122
9402,2025-11-29,Glass Table,Furniture,12.59,4.26,95,56,4,10,False,Road,1513,Mushroom Pkg (Mycelium),7.04,9.524
9403,2025-01-12,Winter Jacket,Clothing,1.91,4.2,50,42,10,2,True,Road,651,Kraft Paper Mailer,2.08,1.367
9404,2025-09-24,Shampoo,Beauty,0.57,0.26,20,8,8,4,True,Air,2665,PLA Bioplastic,1.03,3.798
9405,2025-02-01,Perfume Bottle,Beauty,0.33,0.04,9,5,4,9,True,Air,1811,Mushroom Pkg (Mycelium),1.93,1.494
9406,2025-09-25,Winter Jacket,Clothing,1.33,3.0,45,37,9,3,True,Air,1510,Recycled PET Box,1.8,11.325
9407,2025-12-04,Sneakers,Clothing,0.9,1.25,27,21,11,5,False,Air,2713,Kraft Paper Mailer,1.5,8.478
9408,2025-12-08,Ceramic Vase,Home Decor,2.95,1.18,15,14,28,9,False,Air,2614,Mushroom Pkg (Mycelium),2.98,19.278
9409,2025-07-13,Smart Watch,Electronics,0.14,0.0,5,5,0,4,True,Air,1949,Corrugated Cardboard,0.86,0.682
9410,2025-07-01,Perfume Bottle,Beauty,0.24,0.04,10,4,5,9,True,Air,2989,Mushroom Pkg (Mycelium),1.9,1.793
9411,2025-10-30,Smartphone,Electronics,0.29,0.0,14,7,0,6,True,Air,1461,Honeycomb Paper,1.32,1.059
9412,2025-05-11,Perfume Bottle,Beauty,0.21,0.04,9,5,5,8,True,Road,570,Mushroom Pkg (Mycelium),1.68,0.06
9413,2025-05-27,T-Shirt,Clothing,0.16,0.17,24,18,2,1,False,Road,342,Kraft Paper Mailer,0.27,0.029
9414,2025-10-12,Shampoo,Beauty,0.7,0.18,18,7,7,3,True,Road,94,PLA Bioplastic,0.88,0.033
9415,2025-02-22,Smart Watch,Electronics,0.12,0.0,4,4,0,6,True,Air,2360,Honeycomb Paper,1.25,0.708
9416,2025-05-18,Smart Watch,Electronics,0.2,0.0,4,4,1,5,True,Air,2753,Honeycomb Paper,1.08,1.377
9417,2025-05-28,Sofa (Sectional),Furniture,44.35,329.95,219,93,81,8,False,Road,2697,Wood Crate,133.58,444.938
9418,2025-12-22,Sofa (Sectional),Furniture,76.26,275.54,213,84,77,8,False,Road,839,Wood Crate,111.82,115.589
9419,2025-11-15,Ceramic Vase,Home Decor,1.33,1.22,14,15,29,9,False,Road,441,Mushroom Pkg (Mycelium),2.33,0.293
9420,2025-10-25,Glass Table,Furniture,14.03,4.93,101,61,4,9,False,Road,2460,Mushroom Pkg (Mycelium),7.41,17.257
9421,2025-02-11,Glass Table,Furniture,18.33,5.27,103,64,4,10,False,Road,434,Mushroom Pkg (Mycelium),9.33,3.978
9422,2025-10-17,Sneakers,Clothing,0.87,1.34,31,18,12,3,False,Air,2242,Kraft Paper Mailer,1.14,7.511
9423,2025-07-03,T-Shirt,Clothing,0.28,0.19,25,19,2,2,False,Air,1070,Kraft Paper Mailer,0.51,0.749
9424,2025-05-25,Perfume Bottle,Beauty,0.38,0.03,9,4,4,10,True,Air,1100,Mushroom Pkg (Mycelium),2.15,1.045
9425,2025-03-15,55-Inch TV,Electronics,18.99,7.8,120,65,5,10,True,Road,857,Mushroom Pkg (Mycelium),9.6,8.137
9426,2025-09-07,Perfume Bottle,Beauty,0.43,0.04,9,5,4,8,True,Air,2599,Mushroom Pkg (Mycelium),1.77,2.794
9427,2025-01-12,Office Chair,Furniture,13.04,34.52,62,58,48,6,False,Road,1390,Wood Crate,15.01,23.991
9428,2025-07-16,55-Inch TV,Electronics,17.48,6.92,131,66,4,10,True,Road,2132,Mushroom Pkg (Mycelium),8.99,18.634
9429,2025-03-20,Smart Watch,Electronics,0.14,0.0,4,5,0,4,True,Air,2392,Corrugated Cardboard,0.86,0.837
9430,2025-10-31,T-Shirt,Clothing,0.2,0.18,22,20,2,2,False,Air,2921,Kraft Paper Mailer,0.48,1.461
9431,2025-01-15,Ceramic Vase,Home Decor,2.66,1.25,13,16,30,10,False,Air,2304,Mushroom Pkg (Mycelium),3.06,15.322
9432,2025-08-31,Sneakers,Clothing,0.97,1.49,31,20,12,4,False,Air,2411,Kraft Paper Mailer,1.4,8.981
9433,2025-02-14,Smartphone,Electronics,0.3,0.0,16,7,0,9,True,Air,1962,Mushroom Pkg (Mycelium),1.92,1.472
9434,2025-04-11,Glass Table,Furniture,17.22,6.14,104,59,5,9,False,Road,2394,Mushroom Pkg (Mycelium),8.69,20.612
9435,2025-01-05,Smartphone,Electronics,0.38,0.02,15,7,1,7,True,Air,1720,Honeycomb Paper,1.55,1.634
9436,2025-11-04,Laptop,Electronics,1.76,0.11,30,19,1,8,True,Road,227,Mushroom Pkg (Mycelium),2.3,0.2
9437,2025-06-30,T-Shirt,Clothing,0.22,0.16,22,18,2,2,False,Air,1569,Kraft Paper Mailer,0.49,0.863
9438,2025-01-13,Perfume Bottle,Beauty,0.28,0.04,10,5,4,10,True,Air,1462,Mushroom Pkg (Mycelium),2.11,1.023
9439,2025-08-16,55-Inch TV,Electronics,17.33,6.55,130,63,4,9,True,Road,91,Mushroom Pkg (Mycelium),8.73,0.789
9440,2025-07-04,Shampoo,Beauty,0.89,0.24,21,8,7,5,True,Air,2607,PLA Bioplastic,1.36,5.801
9441,2025-01-15,Ceramic Vase,Home Decor,1.09,1.39,16,14,31,9,False,Air,2186,Mushroom Pkg (Mycelium),2.36,7.596
9442,2025-07-12,Glass Table,Furniture,18.29,4.69,93,63,4,9,False,Road,2838,Mushroom Pkg (Mycelium),9.12,25.954
9443,2025-08-03,Smart Watch,Electronics,0.14,0.0,5,4,1,6,True,Air,2132,Honeycomb Paper,1.26,0.746
9444,2025-07-21,Sofa (Sectional),Furniture,48.58,233.83,182,88,73,7,False,Road,1196,Wood Crate,94.93,139.83
9445,2025-02-11,Ceramic Vase,Home Decor,2.65,1.48,16,16,29,10,False,Air,2783,Mushroom Pkg (Mycelium),3.06,18.437
9446,2025-06-19,55-Inch TV,Electronics,18.27,6.1,121,63,4,9,True,Road,1679,Mushroom Pkg (Mycelium),9.11,15.338
9447,2025-11-22,Ceramic Vase,Home Decor,2.15,1.21,16,14,27,10,False,Air,1971,Mushroom Pkg (Mycelium),2.86,10.594
9448,2025-01-10,Ceramic Vase,Home Decor,2.23,1.43,14,16,32,9,False,Air,2228,Mushroom Pkg (Mycelium),2.69,12.421
9449,2025-02-06,Smart Watch,Electronics,0.11,0.0,4,5,0,4,True,Road,169,Corrugated Cardboard,0.84,0.009
